path	qualification	reason	risk_if_moved_now	target_home	notes
mailroom/logs/mailroom-bridge.out	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/mailroom-bridge.out	live_mailroom_runtime
mailroom/logs/mcp-runtime-anti-drift-cycle.err	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/mcp-runtime-anti-drift-cycle.err	live_mailroom_runtime
mailroom/logs/mcp-runtime-anti-drift-cycle.out	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/mcp-runtime-anti-drift-cycle.out	live_mailroom_runtime
mailroom/logs/media-arr-key-roll-drill-weekly.err	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/media-arr-key-roll-drill-weekly.err	live_mailroom_runtime
mailroom/logs/media-arr-key-roll-drill-weekly.out	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/media-arr-key-roll-drill-weekly.out	live_mailroom_runtime
mailroom/logs/media-capacity-snapshot-daily.err	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/media-capacity-snapshot-daily.err	live_mailroom_runtime
mailroom/logs/media-capacity-snapshot-daily.out	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/media-capacity-snapshot-daily.out	live_mailroom_runtime
mailroom/logs/media-config-backup-daily.err	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/media-config-backup-daily.err	live_mailroom_runtime
mailroom/logs/media-config-backup-daily.out	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/media-config-backup-daily.out	live_mailroom_runtime
mailroom/logs/n8n-snapshot-daily.err	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/n8n-snapshot-daily.err	live_mailroom_runtime
mailroom/logs/n8n-snapshot-daily.out	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/n8n-snapshot-daily.out	live_mailroom_runtime
mailroom/logs/nightly-closeout-daily.err	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/nightly-closeout-daily.err	live_mailroom_runtime
mailroom/logs/nightly-closeout-daily.out	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/nightly-closeout-daily.out	live_mailroom_runtime
mailroom/logs/policy-autotune-weekly.err	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/policy-autotune-weekly.err	live_mailroom_runtime
mailroom/logs/policy-autotune-weekly.out	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/policy-autotune-weekly.out	live_mailroom_runtime
mailroom/logs/projection-reconcile.err	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/projection-reconcile.err	live_mailroom_runtime
mailroom/logs/projection-reconcile.out	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/projection-reconcile.out	live_mailroom_runtime
mailroom/logs/proposals-retention-daily.err	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/proposals-retention-daily.err	live_mailroom_runtime
mailroom/logs/proposals-retention-daily.out	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/proposals-retention-daily.out	live_mailroom_runtime
mailroom/logs/receipts-archive-reconcile-daily.err	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/receipts-archive-reconcile-daily.err	live_mailroom_runtime
mailroom/logs/receipts-archive-reconcile-daily.out	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/receipts-archive-reconcile-daily.out	live_mailroom_runtime
mailroom/logs/recovery-dispatch.ndjson	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/recovery-dispatch.ndjson	live_mailroom_runtime
mailroom/logs/runtime-jobs.ndjson	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/runtime-jobs.ndjson	live_mailroom_runtime
mailroom/logs/runtime-jobs.ndjson.20260305	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/runtime-jobs.ndjson.20260305	live_mailroom_runtime
mailroom/logs/runtime-jobs.ndjson.20260306	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/runtime-jobs.ndjson.20260306	live_mailroom_runtime
mailroom/logs/runtime-jobs.ndjson.20260307	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/runtime-jobs.ndjson.20260307	live_mailroom_runtime
mailroom/logs/runtime-jobs.ndjson.20260308	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/runtime-jobs.ndjson.20260308	live_mailroom_runtime
mailroom/logs/runtime-jobs.ndjson.20260309	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/runtime-jobs.ndjson.20260309	live_mailroom_runtime
mailroom/logs/simplefin-daily-sync.err	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/simplefin-daily-sync.err	live_mailroom_runtime
mailroom/logs/simplefin-daily-sync.out	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/simplefin-daily-sync.out	live_mailroom_runtime
mailroom/logs/slo-evidence-daily.err	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/slo-evidence-daily.err	live_mailroom_runtime
mailroom/logs/slo-evidence-daily.out	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/slo-evidence-daily.out	live_mailroom_runtime
mailroom/logs/smb-paperless-mount.err	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/smb-paperless-mount.err	live_mailroom_runtime
mailroom/logs/smb-paperless-mount.log	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/smb-paperless-mount.log	live_mailroom_runtime
mailroom/logs/spine-briefing-email-daily.err	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/spine-briefing-email-daily.err	live_mailroom_runtime
mailroom/logs/spine-briefing-email-daily.out	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/spine-briefing-email-daily.out	live_mailroom_runtime
mailroom/logs/spine-daily-briefing.err	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/spine-daily-briefing.err	live_mailroom_runtime
mailroom/logs/spine-daily-briefing.out	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/spine-daily-briefing.out	live_mailroom_runtime
mailroom/logs/spine-events.jsonl	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/spine-events.jsonl	live_mailroom_runtime
mailroom/logs/state-shared-reconcile.err	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/state-shared-reconcile.err	live_mailroom_runtime
mailroom/logs/state-shared-reconcile.out	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/state-shared-reconcile.out	live_mailroom_runtime
mailroom/logs/streamdeck-ha.err	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/streamdeck-ha.err	live_mailroom_runtime
mailroom/logs/streamdeck-ha.out	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/streamdeck-ha.out	live_mailroom_runtime
mailroom/logs/verify-gate-review-consumer-daily.err	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/verify-gate-review-consumer-daily.err	live_mailroom_runtime
mailroom/logs/verify-gate-review-consumer-daily.out	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/verify-gate-review-consumer-daily.out	live_mailroom_runtime
mailroom/logs/verify-run-daily.err	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/verify-run-daily.err	live_mailroom_runtime
mailroom/logs/verify-run-daily.out	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/logs/verify-run-daily.out	live_mailroom_runtime
mailroom/outbox/.keep	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/.keep	live_mailroom_runtime
mailroom/outbox/.orphan-reconciliation.md	archive-only	Legacy outbox cleanup note.	low	/Users/ronnyworks/code/agentic-spine-archive/mailroom/outbox/.orphan-reconciliation.md	legacy_outbox_note
mailroom/outbox/0001_RESULT.md	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/0001_RESULT.md	live_mailroom_runtime
mailroom/outbox/9001_RESULT.md	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/9001_RESULT.md	live_mailroom_runtime
mailroom/outbox/9999_RESULT.md	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/9999_RESULT.md	live_mailroom_runtime
mailroom/outbox/CLAUDE__RESULT.md	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/CLAUDE__RESULT.md	live_mailroom_runtime
mailroom/outbox/FINANCE_PARITY_ACTION_PACK_20260212.csv	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/FINANCE_PARITY_ACTION_PACK_20260212.csv	live_mailroom_runtime
mailroom/outbox/FINANCE_PARITY_ACTION_PACK_20260212.md	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/FINANCE_PARITY_ACTION_PACK_20260212.md	live_mailroom_runtime
mailroom/outbox/KERNEL_HARDEN_CONTRACTS_20260203_003933__RESULT.md	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/KERNEL_HARDEN_CONTRACTS_20260203_003933__RESULT.md	live_mailroom_runtime
mailroom/outbox/KERNEL_HARDEN_CONTRACTS_20260203__RESULT.md	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/KERNEL_HARDEN_CONTRACTS_20260203__RESULT.md	live_mailroom_runtime
mailroom/outbox/MEDIA_STACK_RCA_PHASE_A_RETROSPECTIVE.md	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/MEDIA_STACK_RCA_PHASE_A_RETROSPECTIVE.md	live_mailroom_runtime
mailroom/outbox/ORDER_INTAKE_CONTRACT_SPEC__RESULT.md	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/ORDER_INTAKE_CONTRACT_SPEC__RESULT.md	live_mailroom_runtime
mailroom/outbox/PHASE4_OBSERVABILITY_RETROSPECTIVE.md	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/PHASE4_OBSERVABILITY_RETROSPECTIVE.md	live_mailroom_runtime
mailroom/outbox/S20260201-173900__unified-test__R8888__RESULT.md	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/S20260201-173900__unified-test__R8888__RESULT.md	live_mailroom_runtime
mailroom/outbox/S20260201-180000__email_received__R0001__RESULT.md	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/S20260201-180000__email_received__R0001__RESULT.md	live_mailroom_runtime
mailroom/outbox/S20260201-180100__order_paid__R0002__RESULT.md	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/S20260201-180100__order_paid__R0002__RESULT.md	live_mailroom_runtime
mailroom/outbox/S20260201-180200__vendor_receipt__R0003__RESULT.md	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/S20260201-180200__vendor_receipt__R0003__RESULT.md	live_mailroom_runtime
mailroom/outbox/S20260201-180300__file_uploaded__R0004__RESULT.md	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/S20260201-180300__file_uploaded__R0004__RESULT.md	live_mailroom_runtime
mailroom/outbox/S20260201-180400__unknown_event__R0005__RESULT.md	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/S20260201-180400__unknown_event__R0005__RESULT.md	live_mailroom_runtime
mailroom/outbox/S20260201-180640__inline__R04v833909__RESULT.md	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/S20260201-180640__inline__R04v833909__RESULT.md	live_mailroom_runtime
mailroom/outbox/S20260201-182053__inline__R76zq36073__RESULT.md	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/S20260201-182053__inline__R76zq36073__RESULT.md	live_mailroom_runtime
mailroom/outbox/S20260202-195817__inline__Royvq40133__RESULT.md	runtime-only	Live mailroom queue/log/result artifact.	high	/Users/ronnyworks/code/.runtime/spine-mailroom/outbox/S20260202-195817__inline__Royvq40133__RESULT.md	live_mailroom_runtime
